time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
1268006400,0,0,0,0,0,0,direct,
1268092800,0,0,0,0,0,0,direct,
1268179200,0,0,0,0,0,0,direct,
1268265600,0,0,0,0,0,0,direct,
1268352000,0,0,0,0,0,0,direct,
1268438400,0,0,0,0,0,0,direct,
1268524800,0,0,0,0,0,0,direct,
1268611200,0,0,0,0,0,0,direct,
1268697600,0,0,0,0,0,0,direct,
1268784000,0,0,0,0,0,0,direct,
1268870400,0,0,0,0,0,0,direct,
1268956800,0,0,0,0,0,0,direct,
1269043200,0,0,0,0,0,0,direct,
1269129600,0,0,0,0,0,0,direct,
1269216000,0,0,0,0,0,0,direct,
1269302400,0,0,0,0,0,0,direct,
1269388800,0,0,0,0,0,0,direct,
1269475200,0,0,0,0,0,0,direct,
1269561600,0,0,0,0,0,0,direct,
1269648000,0,0,0,0,0,0,direct,
1269734400,0,0,0,0,0,0,direct,
1269820800,0,0,0,0,0,0,direct,
1269907200,0,0,0,0,0,0,direct,
1269993600,0,0,0,0,0,0,direct,
1270080000,0,0,0,0,0,0,direct,
1270166400,0,0,0,0,0,0,direct,
1270252800,0,0,0,0,0,0,direct,
1270339200,0,0,0,0,0,0,direct,
1270425600,0,0,0,0,0,0,direct,
1270512000,0,0,0,0,0,0,direct,
